Sale ID,Receipt Number,Date,Cashier,Branch,Meal,Dish,Product,Quantity,Price,Subtotal,Total Amount,Tax,Amount Paid,Change,Cash Type,Staff
64817,63216,2025-08-13,yvandrayvie,,Tea,,1,0.5,0.5,0.5,0.08,0.5,0.0,solid-cash,False
64818,63217,2025-08-13,yvandrayvie,,Tea,,1,0.5,0.5,0.5,0.08,0.5,0.0,solid-cash,False
64819,63218,2025-08-13,yvandrayvie,,Tea,,1,0.5,0.5,0.5,0.08,0.5,0.0,eco-cash,False
64820,63219,2025-08-13,yvandrayvie,,Tea,,1,0.5,0.5,0.5,0.08,0.5,0.0,solid-cash,False
64821,63220,2025-08-13,yvandrayvie,,Spaghetti,,1,1.0,1.0,1.0,0.15,1.0,0.0,solid-cash,False
64822,63221,2025-08-13,yvandrayvie,,Rice neDovi,,1,1.0,1.0,1.0,0.15,1.0,0.0,solid-cash,False
64823,63222,2025-08-13,yvandrayvie,,Rice neDovi,,1,1.0,1.0,1.0,0.15,1.0,0.0,solid-cash,False
64824,63223,2025-08-13,yvandrayvie,,Beef Burger BB,,2,1.0,2.0,4.0,0.6,4.0,0.0,solid-cash,False
64824,63223,2025-08-13,yvandrayvie,,Small Chips,,2,1.0,2.0,4.0,0.6,4.0,0.0,solid-cash,False
64825,63224,2025-08-13,yvandrayvie,,Tea,,1,0.5,0.5,0.5,0.08,0.5,0.0,solid-cash,False
64826,63225,2025-08-13,yvandrayvie,,Small Chips,,2,1.0,2.0,2.0,0.3,2.0,0.0,solid-cash,False
64827,63226,2025-08-13,yvandrayvie,,Small Chips,,1,1.0,1.0,1.0,0.15,1.0,0.0,solid-cash,False
64828,63227,2025-08-13,yvandrayvie,,Tea,,2,0.5,1.0,1.0,0.15,1.0,0.0,solid-cash,False
64829,63228,2025-08-13,yvandrayvie,,,Pet,1,1.0,1.0,1.0,0.15,1.0,0.0,solid-cash,False
64830,63229,2025-08-13,yvandrayvie,,Tea,,1,0.5,0.5,0.5,0.08,0.5,0.0,solid-cash,False
64831,63230,2025-08-13,yvandrayvie,,Beef Burger BB,,3,1.0,3.0,3.0,0.45,3.0,0.0,solid-cash,False
64832,63231,2025-08-13,yvandrayvie,,Tea,,1,0.5,0.5,0.5,0.08,0.5,0.0,solid-cash,False
64833,63232,2025-08-13,yvandrayvie,,Small Chips,,1,1.0,1.0,1.0,0.15,1.0,0.0,solid-cash,False
64834,63233,2025-08-13,yvandrayvie,,Tea,,1,0.5,0.5,0.5,0.08,0.5,0.0,solid-cash,False
64835,63234,2025-08-13,yvandrayvie,,Rice neDovi,,1,1.0,1.0,1.0,0.15,2.0,1.0,solid-cash,False
64836,63235,2025-08-13,yvandrayvie,,Tea,,2,0.5,1.0,1.0,0.15,1.0,0.0,solid-cash,False
64837,63236,2025-08-13,yvandrayvie,,Spaghetti,,1,1.0,1.0,1.0,0.15,1.0,0.0,solid-cash,False
64838,63237,2025-08-13,yvandrayvie,,Small Chips,,1,1.0,1.0,1.0,0.15,1.0,0.0,solid-cash,False
64839,63238,2025-08-13,yvandrayvie,,Baked Potatoes,,1,1.0,1.0,5.0,0.75,5.0,0.0,solid-cash,False
64839,63238,2025-08-13,yvandrayvie,,Roast Chicken,,1,1.5,1.5,5.0,0.75,5.0,0.0,solid-cash,False
64839,63238,2025-08-13,yvandrayvie,,,Water,1,0.5,0.5,5.0,0.75,5.0,0.0,solid-cash,False
64839,63238,2025-08-13,yvandrayvie,Goat Meat & Rice,,,1,2.0,2.0,5.0,0.75,5.0,0.0,solid-cash,False
64840,63239,2025-08-13,yvandrayvie,,Tea,,1,0.5,0.5,0.5,0.08,0.5,0.0,solid-cash,False
64841,63240,2025-08-13,yvandrayvie,Beef Stew & Rice,,,1,2.0,2.0,2.0,0.3,2.0,0.0,solid-cash,False
64842,63241,2025-08-13,yvandrayvie,,Tea,,1,0.5,0.5,0.5,0.08,0.5,0.0,solid-cash,False
64843,63242,2025-08-13,yvandrayvie,Gango & Sadza,,,2,2.0,4.0,5.0,0.75,10.0,5.0,solid-cash,False
64843,63242,2025-08-13,yvandrayvie,,Tea,,2,0.5,1.0,5.0,0.75,10.0,5.0,solid-cash,False
64844,63243,2025-08-13,yvandrayvie,Russian Combo,,,2,2.0,4.0,4.0,0.6,4.0,0.0,eco-cash,False
64845,63244,2025-08-13,yvandrayvie,Chicken Roast & Rice,,,1,2.0,2.0,2.0,0.3,2.0,0.0,solid-cash,False
64846,63245,2025-08-13,yvandrayvie,Chicken Roast & Rice,,,1,2.0,2.0,2.0,0.3,2.0,0.0,solid-cash,False
64847,63246,2025-08-13,yvandrayvie,Crumbed Chicken & Chips,,,2,3.0,6.0,7.0,1.05,7.0,0.0,solid-cash,False
64847,63246,2025-08-13,yvandrayvie,,,Pepsi coke,2,0.5,1.0,7.0,1.05,7.0,0.0,solid-cash,False
64848,63247,2025-08-13,yvandrayvie,,Beef Burger BB,,1,1.0,1.0,1.0,0.15,1.0,0.0,solid-cash,False
64849,63248,2025-08-13,yvandrayvie,,Small Chips,,1,1.0,1.0,1.0,0.15,1.0,0.0,solid-cash,False
64850,63249,2025-08-13,yvandrayvie,,Rice neDovi,,1,1.0,1.0,4.5,0.68,10.5,5.0,solid-cash,False
64850,63249,2025-08-13,yvandrayvie,,Goat Meat,,1,1.5,1.5,4.5,0.68,10.5,5.0,solid-cash,False
64850,63249,2025-08-13,yvandrayvie,Beef Stew & Rice,,,1,2.0,2.0,4.5,0.68,10.5,5.0,solid-cash,False
64851,63250,2025-08-13,yvandrayvie,Beef Stew & Sadza,,,1,2.0,2.0,2.0,0.3,2.0,0.0,eco-cash,False
64852,63251,2025-08-13,yvandrayvie,,Small Chips,,1,1.0,1.0,1.0,0.15,1.0,0.0,solid-cash,False
64853,63252,2025-08-13,yvandrayvie,Beef Stew & Sadza,,,1,2.0,2.0,2.0,0.3,2.0,0.0,eco-cash,False
64854,63253,2025-08-13,yvandrayvie,,Tea,,1,0.5,0.5,0.5,0.08,0.5,0.0,solid-cash,False
64855,63254,2025-08-13,yvandrayvie,,Small Chips,,2,1.0,2.0,2.0,0.3,2.0,0.0,solid-cash,False
64856,63255,2025-08-13,yvandrayvie,,Beef Burger BB,,1,1.0,1.0,1.0,0.15,1.0,0.0,solid-cash,False
64857,63256,2025-08-13,yvandrayvie,,Hot Dog,,1,1.0,1.0,1.0,0.15,1.0,0.0,solid-cash,False
64858,63257,2025-08-13,yvandrayvie,Chicken Roast & Sadza,,,1,2.0,2.0,2.0,0.3,2.0,0.0,solid-cash,False
64859,63258,2025-08-13,yvandrayvie,,Small Chips,,1,1.0,1.0,1.0,0.15,1.0,0.0,solid-cash,False
64860,63259,2025-08-13,yvandrayvie,,Tea,,1,0.5,0.5,0.5,0.08,0.5,0.0,solid-cash,False
64861,63260,2025-08-13,yvandrayvie,,Mashed Potatoes,,2,1.0,2.0,2.0,0.3,10.0,5.0,solid-cash,False
64862,63261,2025-08-13,yvandrayvie,Beef Stew & Rice,,,1,2.0,2.0,2.0,0.3,10.0,5.0,solid-cash,False
64863,63262,2025-08-13,yvandrayvie,Beef Stew & Sadza,,,1,2.0,2.0,2.0,0.3,10.0,8.0,solid-cash,False
64864,63263,2025-08-13,yvandrayvie,,Beef Burger BB,,1,1.0,1.0,1.0,0.15,1.0,0.0,solid-cash,False
64865,63264,2025-08-13,yvandrayvie,Beef Stew & Rice,,,1,2.0,2.0,7.0,1.05,10.0,3.0,solid-cash,False
64865,63264,2025-08-13,yvandrayvie,Chicken Stew & Rice,,,1,2.0,2.0,7.0,1.05,10.0,3.0,solid-cash,False
64865,63264,2025-08-13,yvandrayvie,,Beef Burger BB,,1,1.0,1.0,7.0,1.05,10.0,3.0,solid-cash,False
64865,63264,2025-08-13,yvandrayvie,,Small Chips,,1,1.0,1.0,7.0,1.05,10.0,3.0,solid-cash,False
64865,63264,2025-08-13,yvandrayvie,,Mashed Potatoes,,1,1.0,1.0,7.0,1.05,10.0,3.0,solid-cash,False
64866,63265,2025-08-13,yvandrayvie,Gango & Rice,,,1,2.0,2.0,2.0,0.3,10.0,8.0,solid-cash,False
64867,63266,2025-08-13,yvandrayvie,,Beef Burger BB,,1,1.0,1.0,2.0,0.3,2.0,0.0,solid-cash,False
64867,63266,2025-08-13,yvandrayvie,,Small Chips,,1,1.0,1.0,2.0,0.3,2.0,0.0,solid-cash,False
64868,63267,2025-08-13,yvandrayvie,,Shwarma,,1,3.0,3.0,9.0,1.35,50.0,0.0,solid-cash,False
64868,63267,2025-08-13,yvandrayvie,,Chicken Burger,,1,2.0,2.0,9.0,1.35,50.0,0.0,solid-cash,False
64868,63267,2025-08-13,yvandrayvie,,,Fruta,2,1.0,2.0,9.0,1.35,50.0,0.0,solid-cash,False
64868,63267,2025-08-13,yvandrayvie,Beef Stew & Sadza,,,1,2.0,2.0,9.0,1.35,50.0,0.0,solid-cash,False
64869,63268,2025-08-13,yvandrayvie,Beef Stew & Rice,,,1,2.0,2.0,2.0,0.3,10.0,8.0,solid-cash,False
64870,63269,2025-08-13,yvandrayvie,,Beef Burger BB,,5,1.0,5.0,5.0,0.75,5.0,0.0,solid-cash,False
64871,63270,2025-08-13,yvandrayvie,Goat Meat & Sadza,,,1,2.0,2.0,4.0,0.6,4.0,0.0,solid-cash,False
64871,63270,2025-08-13,yvandrayvie,Chicken Stew & Sadza,,,1,2.0,2.0,4.0,0.6,4.0,0.0,solid-cash,False
64872,63271,2025-08-13,yvandrayvie,Beef Stew & Rice,,,2,2.0,4.0,4.0,0.6,4.0,0.0,solid-cash,False
64873,63272,2025-08-13,yvandrayvie,,Small Chips,,1,1.0,1.0,2.0,0.3,10.0,8.0,solid-cash,False
64873,63272,2025-08-13,yvandrayvie,,Hot Dog,,1,1.0,1.0,2.0,0.3,10.0,8.0,solid-cash,False
64874,63273,2025-08-13,yvandrayvie,,,Pet,2,1.0,2.0,2.0,0.3,2.0,0.0,solid-cash,False
64875,63274,2025-08-13,yvandrayvie,,Beef Burger BB,,1,1.0,1.0,2.0,0.3,2.0,0.0,solid-cash,False
64875,63274,2025-08-13,yvandrayvie,,Small Chips,,1,1.0,1.0,2.0,0.3,2.0,0.0,solid-cash,False
64876,63275,2025-08-13,yvandrayvie,,Mashed Potatoes,,1,1.0,1.0,1.5,0.23,1.5,0.0,eco-cash,False
64876,63275,2025-08-13,yvandrayvie,,Sadza,,1,0.5,0.5,1.5,0.23,1.5,0.0,eco-cash,False
64877,63276,2025-08-13,yvandrayvie,,Roast Chicken,,1,1.5,1.5,3.0,0.45,3.0,0.0,solid-cash,False
64877,63276,2025-08-13,yvandrayvie,,Small Chips,,1,1.0,1.0,3.0,0.45,3.0,0.0,solid-cash,False
64877,63276,2025-08-13,yvandrayvie,,,Pepsi coke,1,0.5,0.5,3.0,0.45,3.0,0.0,solid-cash,False
64878,63277,2025-08-13,yvandrayvie,,Mashed Potatoes,,1,1.0,1.0,1.0,0.15,1.0,0.0,solid-cash,False
64879,63278,2025-08-13,yvandrayvie,Russian Combo,,,1,2.0,2.0,4.0,0.6,4.0,0.0,solid-cash,False
64879,63278,2025-08-13,yvandrayvie,,Small Chips,,2,1.0,2.0,4.0,0.6,4.0,0.0,solid-cash,False
64880,63279,2025-08-13,yvandrayvie,Russian Combo,,,1,2.0,2.0,2.0,0.3,10.0,8.0,solid-cash,False
64881,63280,2025-08-13,yvandrayvie,Russian Combo,,,1,2.0,2.0,2.0,0.3,2.0,0.0,solid-cash,False
64882,63281,2025-08-13,yvandrayvie,,Mashed Potatoes,,1,1.0,1.0,3.0,0.45,10.0,6.0,solid-cash,False
64882,63281,2025-08-13,yvandrayvie,,Crumbed Chicken,,1,2.0,2.0,3.0,0.45,10.0,6.0,solid-cash,False
64883,63282,2025-08-13,yvandrayvie,,,Pepsi coke,2,0.5,1.0,1.0,0.15,1.0,0.0,solid-cash,False
64884,63283,2025-08-13,yvandrayvie,,Beef Burger BB,,3,1.0,3.0,4.5,0.68,10.0,0.0,solid-cash,False
64884,63283,2025-08-13,yvandrayvie,,,Pepsi coke,3,0.5,1.5,4.5,0.68,10.0,0.0,solid-cash,False
64885,63284,2025-08-13,yvandrayvie,Beef Stew & Rice,,,1,2.0,2.0,6.0,0.9,6.0,0.0,solid-cash,False
64885,63284,2025-08-13,yvandrayvie,Beef Stew & Sadza,,,1,2.0,2.0,6.0,0.9,6.0,0.0,solid-cash,False
64885,63284,2025-08-13,yvandrayvie,Gango & Sadza,,,1,2.0,2.0,6.0,0.9,6.0,0.0,solid-cash,False
64886,63285,2025-08-13,yvandrayvie,,Fish Roast,,1,3.0,3.0,4.5,0.68,4.5,0.0,eco-cash,False
64886,63285,2025-08-13,yvandrayvie,,Plain Rice 50c,,1,0.5,0.5,4.5,0.68,4.5,0.0,eco-cash,False
64886,63285,2025-08-13,yvandrayvie,,,Pet,1,1.0,1.0,4.5,0.68,4.5,0.0,eco-cash,False
64887,63286,2025-08-13,yvandrayvie,,Small Chips,,1,1.0,1.0,3.0,0.45,3.0,0.0,solid-cash,False
64887,63286,2025-08-13,yvandrayvie,,Beef Burger BB,,1,1.0,1.0,3.0,0.45,3.0,0.0,solid-cash,False
64887,63286,2025-08-13,yvandrayvie,,,Pet,1,1.0,1.0,3.0,0.45,3.0,0.0,solid-cash,False
64888,63287,2025-08-13,yvandrayvie,,Goat Meat,,2,1.5,3.0,4.0,0.6,4.0,0.0,solid-cash,False
64888,63287,2025-08-13,yvandrayvie,,Mashed Potatoes,,1,1.0,1.0,4.0,0.6,4.0,0.0,solid-cash,False
64889,63288,2025-08-13,yvandrayvie,Gango & Sadza,,,1,2.0,2.0,2.0,0.3,2.0,0.0,solid-cash,False
64890,63289,2025-08-13,yvandrayvie,1/4 Chicken & Chips,,,1,4.0,4.0,4.0,0.6,4.0,0.0,solid-cash,False
64891,63290,2025-08-13,yvandrayvie,,Beef Burger BB,,1,1.0,1.0,1.0,0.15,1.0,0.0,solid-cash,False
64892,63291,2025-08-13,yvandrayvie,,Rice neDovi,,1,1.0,1.0,6.0,0.9,6.0,0.0,solid-cash,False
64892,63291,2025-08-13,yvandrayvie,1/4 Chicken & Rice,,,1,3.5,3.5,6.0,0.9,6.0,0.0,solid-cash,False
64892,63291,2025-08-13,yvandrayvie,,Beef Stew,,1,1.5,1.5,6.0,0.9,6.0,0.0,solid-cash,False
64893,63292,2025-08-13,yvandrayvie,,Small Chips,,1,1.0,1.0,1.0,0.15,1.0,0.0,solid-cash,False
64894,63293,2025-08-13,yvandrayvie,,Small Chips,,1,1.0,1.0,1.0,0.15,1.0,0.0,solid-cash,False
64895,63294,2025-08-13,yvandrayvie,Crumbed Chicken & Chips,,,1,3.0,3.0,6.0,0.9,6.0,0.0,solid-cash,False
64895,63294,2025-08-13,yvandrayvie,Beef Stew & Rice,,,1,2.0,2.0,6.0,0.9,6.0,0.0,solid-cash,False
64895,63294,2025-08-13,yvandrayvie,,,Pet,1,1.0,1.0,6.0,0.9,6.0,0.0,solid-cash,False
64896,63295,2025-08-13,yvandrayvie,,Tea,,1,0.5,0.5,0.5,0.08,0.5,0.0,solid-cash,False
